CMDLINE /bin/python3 '/home/oleksandra/Desktop/UCU/programming/semestr_2/mini-project_2/AI_report_tasks/code optimization/graph/our_code.py'
MEM 0.558594 1713615989.0194
MEM 25.062500 1713615989.1197
MEM 39.808594 1713615989.2200
MEM 44.367188 1713615989.3203
MEM 44.625000 1713615989.4206
MEM 44.625000 1713615989.5209
MEM 44.625000 1713615989.6212
MEM 44.882812 1713615989.7215
MEM 44.882812 1713615989.8218
MEM 44.882812 1713615989.9221
MEM 45.140625 1713615990.0224
MEM 45.140625 1713615990.1227
MEM 45.140625 1713615990.2230
MEM 45.140625 1713615990.3233
MEM 45.398438 1713615990.4236
MEM 45.398438 1713615990.5239
MEM 45.398438 1713615990.6242
MEM 45.656250 1713615990.7246
MEM 45.656250 1713615990.8251
MEM 45.656250 1713615990.9254
MEM 45.914062 1713615991.0258
MEM 45.914062 1713615991.1261
MEM 45.914062 1713615991.2265
MEM 46.687500 1713615991.3269
MEM 46.687500 1713615991.4272
MEM 46.945312 1713615991.5276
MEM 46.945312 1713615991.6280
MEM 46.945312 1713615991.7283
MEM 46.945312 1713615991.8287
MEM 46.945312 1713615991.9291
MEM 46.945312 1713615992.0295
MEM 46.945312 1713615992.1299
MEM 46.945312 1713615992.2303
MEM 46.945312 1713615992.3306
MEM 46.945312 1713615992.4310
MEM 46.945312 1713615992.5313
MEM 46.945312 1713615992.6317
MEM 46.945312 1713615992.7321
MEM 46.945312 1713615992.8324
MEM 46.945312 1713615992.9327
MEM 46.945312 1713615993.0330
MEM 46.945312 1713615993.1333
MEM 46.945312 1713615993.2336
MEM 46.945312 1713615993.3339
MEM 46.945312 1713615993.4343
MEM 46.945312 1713615993.5346
MEM 46.945312 1713615993.6349
MEM 46.945312 1713615993.7351
MEM 46.945312 1713615993.8354
MEM 46.945312 1713615993.9357
MEM 46.945312 1713615994.0361
MEM 47.460938 1713615994.1364
MEM 47.460938 1713615994.2367
MEM 47.718750 1713615994.3371
MEM 47.718750 1713615994.4374
