CMDLINE /bin/python3 '/home/oleksandra/Desktop/UCU/programming/semestr_2/mini-project_2/AI_report_tasks/code optimization/graph/our_code.py'
MEM 0.585938 1713609938.6530
MEM 26.718750 1713609938.7533
MEM 43.046875 1713609938.8536
